ID_Lote,Fecha,ID_Producto,ID_Linea,ID_Turno,Leche_Usada_Litros,Azucar_Usada_Kg,Otros_Insumos_Kg,Produccion_Programada_Kg,Produccion_Real_Kg,Produccion_Conforme_Kg,Produccion_Defectuosa_Kg,Tiempo_Planificado_Horas,Tiempo_Operativo_Horas,Tiempo_Parada_Horas,Tiempo_Total_Horas,Consumo_Vapor_m3,Consumo_Energia_kWh,Costo_Materia_Prima_USD,Costo_Energia_USD,Costo_ManoObra_USD,Costo_Total_USD,Costo_Unitario_USD_Kg,Estado_Calidad,Nombre_Producto,Categoria_Producto,Presentacion_Kg,Rendimiento_Teorico_L_Kg,Nombre_Linea,Capacidad_Nominal_Kg_Hora,Nombre_Turno
LOT-202602-0252,2026-02-17,PROD003,LIN002,TUR003,1898.68,100.0,10.0,500,490.23,459.6,30.63,1.0,1.02,0.91,1.93,252.96,171.52,882.45,324.13,144.75,1351.33,2.76,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202602-0253,2026-02-17,PROD005,LIN003,TUR002,4392.78,200.0,20.0,1000,977.63,960.9,16.73,1.25,1.32,0.0,1.32,505.27,359.78,2014.97,649.5,145.2,2809.67,2.87,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202602-0254,2026-02-17,PROD002,LIN003,TUR003,3870.69,200.0,20.0,1000,963.98,952.14,11.84,1.25,1.28,0.0,1.28,501.11,344.44,1795.69,642.66,140.8,2579.15,2.68,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202602-0255,2026-02-17,PROD003,LIN003,TUR002,2677.53,140.0,14.0,700,652.62,642.01,10.61,0.88,0.93,0.42,1.35,303.44,230.21,1243.56,391.75,148.5,1783.81,2.73,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202602-0256,2026-02-18,PROD001,LIN001,TUR002,928.31,50.0,5.0,250,249.26,233.9,15.36,1.0,1.04,0.9,1.94,127.91,90.76,432.39,164.38,87.3,684.07,2.74,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0257,2026-02-18,PROD004,LIN001,TUR002,1220.02,60.0,6.0,300,293.27,291.8,1.47,1.2,1.17,0.0,1.17,156.29,101.58,563.41,199.74,52.65,815.8,2.78,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0258,2026-02-18,PROD003,LIN001,TUR003,1164.73,60.0,6.0,300,286.3,267.21,19.09,1.2,1.21,1.06,2.27,140.34,92.84,540.19,179.55,102.15,821.89,2.87,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202602-0259,2026-02-18,PROD002,LIN002,TUR003,1843.75,100.0,10.0,500,486.45,455.19,31.26,1.0,1.0,0.0,1.0,226.6,168.61,859.38,292.15,75.0,1226.53,2.52,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202602-0260,2026-02-18,PROD005,LIN003,TUR001,4218.97,200.0,20.0,1000,977.08,952.29,24.79,1.25,1.3,0.0,1.3,523.74,331.68,1941.97,668.29,143.0,2753.26,2.82,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202602-0261,2026-02-19,PROD001,LIN001,TUR001,1133.41,60.0,6.0,300,287.39,270.4,16.99,1.2,1.23,0.0,1.23,150.51,85.95,527.03,190.93,55.35,773.31,2.69,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202602-0262,2026-02-19,PROD003,LIN001,TUR003,1128.37,60.0,6.0,300,300.35,267.54,32.81,1.2,1.26,0.64,1.9,161.14,100.03,524.92,205.37,85.5,815.79,2.72,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202602-0263,2026-02-19,PROD001,LIN001,TUR003,748.41,40.0,4.0,200,196.3,193.21,3.09,0.8,0.77,0.0,0.77,101.94,63.76,348.33,129.98,34.65,512.96,2.61,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202602-0264,2026-02-19,PROD002,LIN002,TUR001,1938.34,100.0,10.0,500,467.54,462.77,4.77,1.0,0.96,0.0,0.96,230.32,152.46,899.1,294.68,72.0,1265.78,2.71,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202602-0265,2026-02-19,PROD001,LIN003,TUR002,3717.47,200.0,20.0,1000,925.95,892.72,33.23,1.25,1.28,1.03,2.31,474.88,303.64,1731.34,606.29,254.1,2591.73,2.8,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202602-0266,2026-02-19,PROD005,LIN003,TUR001,3077.04,140.0,14.0,700,694.04,664.37,29.67,0.88,0.87,0.0,0.87,372.42,201.89,1411.36,471.13,95.7,1978.19,2.85,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202602-0267,2026-02-20,PROD001,LIN001,TUR001,767.67,40.0,4.0,200,193.73,184.33,9.4,0.8,0.84,0.0,0.84,103.15,69.38,356.42,132.11,37.8,526.33,2.72,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202602-0268,2026-02-20,PROD002,LIN002,TUR003,1868.85,100.0,10.0,500,476.49,443.4,33.09,1.0,1.01,0.0,1.01,240.14,149.26,869.92,306.08,75.75,1251.75,2.63,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202602-0269,2026-02-20,PROD002,LIN003,TUR003,3815.59,200.0,20.0,1000,964.55,948.9,15.65,1.25,1.29,0.0,1.29,478.47,327.28,1772.55,613.44,141.9,2527.89,2.62,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202602-0270,2026-02-21,PROD002,LIN001,TUR003,1134.89,60.0,6.0,300,289.07,283.72,5.35,1.2,1.27,0.0,1.27,149.92,104.13,527.65,192.4,57.15,777.2,2.69,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202602-0271,2026-02-21,PROD004,LIN001,TUR002,1049.84,50.0,5.0,250,243.51,239.88,3.63,1.0,0.96,0.0,0.96,115.84,84.91,483.43,149.2,43.2,675.83,2.78,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0272,2026-02-21,PROD001,LIN001,TUR003,784.66,40.0,4.0,200,199.09,189.09,10.0,0.8,0.8,0.18,0.98,107.49,65.26,363.56,136.82,44.1,544.48,2.73,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202602-0273,2026-02-21,PROD004,LIN002,TUR001,2512.46,120.0,12.0,600,577.07,555.7,21.37,1.2,1.16,0.0,1.16,302.69,195.7,1157.23,386.71,87.0,1630.94,2.83,Aprobado con Observaciones,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202602-0274,2026-02-21,PROD002,LIN002,TUR003,1521.88,80.0,8.0,400,381.11,365.13,15.98,0.8,0.79,0.5,1.29,191.1,134.65,707.19,245.48,96.75,1049.42,2.75,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202602-0275,2026-02-21,PROD001,LIN003,TUR001,3772.2,200.0,20.0,1000,985.58,951.6,33.98,1.25,1.31,0.0,1.31,504.91,314.62,1754.32,643.65,144.1,2542.07,2.58,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202602-0276,2026-02-21,PROD001,LIN003,TUR003,3028.88,160.0,16.0,800,800.59,773.98,26.61,1.0,1.0,0.0,1.0,400.41,241.07,1408.13,509.42,110.0,2027.55,2.53,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202602-0277,2026-02-22,PROD005,LIN001,TUR003,1058.67,50.0,5.0,250,238.37,230.24,8.13,1.0,0.98,0.0,0.98,118.83,78.26,487.14,151.99,44.1,683.23,2.87,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202602-0278,2026-02-22,PROD004,LIN002,TUR001,1595.75,80.0,8.0,400,391.46,383.3,8.16,0.8,0.81,0.4,1.21,192.77,143.88,738.22,248.59,90.75,1077.56,2.75,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202602-0279,2026-02-22,PROD003,LIN003,TUR001,2663.84,140.0,14.0,700,710.24,653.19,57.05,0.88,0.93,0.78,1.71,365.67,258.38,1237.81,469.81,188.1,1895.72,2.67,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202602-0280,2026-02-22,PROD005,LIN003,TUR003,2968.12,140.0,14.0,700,677.66,671.03,6.63,0.88,0.93,0.0,0.93,316.94,222.32,1365.61,407.01,102.3,1874.92,2.77,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202602-0281,2026-02-22,PROD005,LIN003,TUR003,3104.64,140.0,14.0,700,683.53,646.27,37.26,0.88,0.87,0.0,0.87,338.02,221.23,1422.95,432.17,95.7,1950.82,2.85,Rechazado / Reproceso,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202602-0282,2026-02-23,PROD005,LIN001,TUR002,890.69,40.0,4.0,200,194.76,182.12,12.64,0.8,0.8,0.0,0.8,96.22,60.45,408.09,122.72,36.0,566.81,2.91,Rechazado / Reproceso,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0283,2026-02-23,PROD002,LIN001,TUR001,961.29,50.0,5.0,250,244.28,233.9,10.38,1.0,1.02,0.0,1.02,114.45,79.17,446.24,146.84,45.9,638.98,2.62,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202602-0284,2026-02-23,PROD005,LIN001,TUR002,1107.09,50.0,5.0,250,242.6,236.23,6.37,1.0,0.98,0.0,0.98,120.96,77.54,507.48,154.46,44.1,706.04,2.91,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0285,2026-02-23,PROD003,LIN002,TUR003,1945.97,100.0,10.0,500,484.44,476.35,8.09,1.0,0.96,0.0,0.96,226.73,160.19,902.31,291.3,72.0,1265.61,2.61,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202602-0286,2026-02-23,PROD003,LIN002,TUR003,2322.85,120.0,12.0,600,591.45,580.76,10.69,1.2,1.28,0.0,1.28,282.56,175.31,1077.6,360.11,96.0,1533.71,2.59,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202602-0287,2026-02-23,PROD004,LIN003,TUR003,4126.53,200.0,20.0,1000,986.04,945.27,40.77,1.25,1.31,0.0,1.31,505.4,349.37,1903.14,648.4,144.1,2695.64,2.73,Aprobado con Observaciones,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202602-0288,2026-02-23,PROD003,LIN003,TUR001,2726.17,140.0,14.0,700,682.74,643.86,38.88,0.88,0.84,0.0,0.84,318.8,213.07,1263.99,408.13,92.4,1764.52,2.58,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202602-0289,2026-02-24,PROD004,LIN001,TUR002,1210.35,60.0,6.0,300,278.88,261.96,16.92,1.2,1.2,0.0,1.2,136.04,99.07,559.35,175.14,54.0,788.49,2.83,Rechazado / Reproceso,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0290,2026-02-24,PROD002,LIN001,TUR003,761.39,40.0,4.0,200,193.85,186.3,7.55,0.8,0.77,0.64,1.41,101.78,65.13,353.78,129.95,63.45,547.18,2.82,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202602-0291,2026-02-24,PROD004,LIN001,TUR002,1234.74,60.0,6.0,300,287.46,280.38,7.08,1.2,1.21,0.0,1.21,138.16,92.16,569.59,176.85,54.45,800.89,2.79,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0292,2026-02-24,PROD002,LIN002,TUR002,1970.07,100.0,10.0,500,487.83,485.39,2.44,1.0,0.97,0.0,0.97,227.37,177.82,912.43,294.18,72.75,1279.36,2.62,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202602-0293,2026-02-24,PROD002,LIN003,TUR003,2987.7,160.0,16.0,800,790.51,731.03,59.48,1.0,1.03,0.94,1.97,412.9,236.83,1390.83,523.9,216.7,2131.43,2.7,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202602-0294,2026-02-24,PROD001,LIN003,TUR003,3817.05,200.0,20.0,1000,926.3,846.2,80.1,1.25,1.21,1.0,2.21,462.47,341.57,1773.16,595.95,243.1,2612.21,2.82,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202602-0295,2026-02-25,PROD005,LIN002,TUR001,1731.7,80.0,8.0,400,388.16,378.87,9.29,0.8,0.79,0.64,1.43,178.92,119.11,795.31,229.0,107.25,1131.56,2.92,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202602-0296,2026-02-25,PROD003,LIN003,TUR003,2988.63,160.0,16.0,800,767.77,749.77,18.0,1.0,1.02,0.0,1.02,399.38,245.08,1391.22,508.67,112.2,2012.09,2.62,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202602-0297,2026-02-25,PROD004,LIN003,TUR002,3222.9,160.0,16.0,800,758.44,715.83,42.61,1.0,1.05,0.56,1.61,397.42,264.76,1489.62,508.68,177.1,2175.4,2.87,Rechazado / Reproceso,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202602-0298,2026-02-26,PROD002,LIN001,TUR002,930.44,50.0,5.0,250,249.83,235.94,13.89,1.0,1.02,0.97,1.99,128.72,73.65,433.28,163.3,89.55,686.13,2.75,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0299,2026-02-26,PROD001,LIN002,TUR002,2265.01,120.0,12.0,600,579.92,551.69,28.23,1.2,1.26,0.97,2.23,293.48,198.29,1053.3,375.97,167.25,1596.52,2.75,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202602-0300,2026-02-26,PROD002,LIN002,TUR002,1886.24,100.0,10.0,500,487.67,441.51,46.16,1.0,0.96,0.0,0.96,258.2,166.42,877.22,329.81,72.0,1279.03,2.62,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202602-0301,2026-02-27,PROD005,LIN001,TUR002,838.96,40.0,4.0,200,193.08,188.69,4.39,0.8,0.77,0.0,0.77,100.88,70.49,386.36,129.51,34.65,550.52,2.85,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0302,2026-02-27,PROD005,LIN001,TUR003,1073.9,50.0,5.0,250,238.3,237.11,1.19,1.0,1.06,0.0,1.06,112.8,71.07,493.54,143.89,47.7,685.13,2.88,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202602-0303,2026-02-27,PROD001,LIN001,TUR002,1110.1,60.0,6.0,300,296.92,282.11,14.81,1.2,1.24,1.04,2.28,142.46,92.86,517.24,182.1,102.6,801.94,2.7,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0304,2026-02-27,PROD005,LIN002,TUR001,1672.63,80.0,8.0,400,386.51,333.16,53.35,0.8,0.8,0.0,0.8,181.97,141.42,770.5,235.33,60.0,1065.83,2.76,Rechazado / Reproceso,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202602-0305,2026-02-27,PROD005,LIN003,TUR002,4396.42,200.0,20.0,1000,997.85,965.11,32.74,1.25,1.31,0.0,1.31,466.16,313.95,2016.5,597.07,144.1,2757.67,2.76,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202602-0306,2026-02-27,PROD004,LIN003,TUR002,2844.89,140.0,14.0,700,644.52,585.6,58.92,0.88,0.91,1.03,1.94,335.97,228.06,1313.85,430.53,213.4,1957.78,3.04,Rechazado / Reproceso,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202602-0307,2026-02-27,PROD005,LIN003,TUR001,3035.21,140.0,14.0,700,667.55,654.49,13.06,0.88,0.92,0.23,1.15,347.9,242.18,1393.79,446.54,126.5,1966.83,2.95,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202602-0308,2026-02-28,PROD003,LIN001,TUR002,1165.09,60.0,6.0,300,297.7,286.81,10.89,1.2,1.2,0.0,1.2,143.42,101.16,540.34,184.24,54.0,778.58,2.62,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0309,2026-02-28,PROD002,LIN001,TUR002,745.29,40.0,4.0,200,201.8,200.79,1.01,0.8,0.86,0.0,0.86,94.28,58.76,347.02,120.19,38.7,505.91,2.51,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0310,2026-02-28,PROD002,LIN001,TUR002,942.22,50.0,5.0,250,247.92,231.07,16.85,1.0,1.0,0.89,1.89,117.65,89.66,438.23,151.94,85.05,675.22,2.72,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202602-0311,2026-02-28,PROD001,LIN002,TUR001,2251.33,120.0,12.0,600,593.85,566.04,27.81,1.2,1.21,0.0,1.21,319.83,194.68,1047.56,407.16,90.75,1545.47,2.6,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202602-0312,2026-02-28,PROD003,LIN002,TUR002,1541.34,80.0,8.0,400,374.36,365.35,9.01,0.8,0.84,0.0,0.84,175.59,127.52,715.36,226.01,63.0,1004.37,2.68,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202602-0313,2026-02-28,PROD003,LIN003,TUR003,2653.9,140.0,14.0,700,670.73,623.68,47.05,0.88,0.88,0.62,1.5,358.48,248.01,1233.64,459.94,165.0,1858.58,2.77,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202603-0314,2026-03-01,PROD003,LIN001,TUR003,774.51,40.0,4.0,200,198.22,195.94,2.28,0.8,0.84,0.0,0.84,102.11,63.16,359.29,130.11,37.8,527.2,2.66,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202603-0315,2026-03-01,PROD004,LIN002,TUR003,2068.72,100.0,10.0,500,488.53,470.46,18.07,1.0,0.97,0.0,0.97,248.12,175.31,953.86,318.78,72.75,1345.39,2.75,Aprobado con Observaciones,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202603-0316,2026-03-01,PROD002,LIN003,TUR002,3123.17,160.0,16.0,800,781.6,754.53,27.07,1.0,1.0,0.0,1.0,382.3,265.44,1447.73,490.61,110.0,2048.34,2.62,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202603-0317,2026-03-01,PROD003,LIN003,TUR003,2702.77,140.0,14.0,700,683.81,663.42,20.39,0.88,0.91,0.0,0.91,349.61,204.35,1254.16,444.05,100.1,1798.31,2.63,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202603-0318,2026-03-01,PROD005,LIN003,TUR003,2928.92,140.0,14.0,700,702.96,691.5,11.46,0.88,0.89,0.0,0.89,358.45,237.06,1349.15,458.59,97.9,1905.64,2.71,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202603-0319,2026-03-02,PROD005,LIN001,TUR003,834.99,40.0,4.0,200,200.45,191.01,9.44,0.8,0.82,0.0,0.82,104.13,72.41,384.7,133.65,36.9,555.25,2.77,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202603-0320,2026-03-02,PROD001,LIN002,TUR003,1913.36,100.0,10.0,500,493.7,482.29,11.41,1.0,1.05,0.0,1.05,253.05,165.69,888.61,323.54,78.75,1290.9,2.61,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202603-0321,2026-03-02,PROD002,LIN002,TUR003,2300.68,120.0,12.0,600,592.88,552.14,40.74,1.2,1.27,0.0,1.27,310.31,198.02,1068.29,396.13,95.25,1559.67,2.63,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202603-0322,2026-03-02,PROD005,LIN002,TUR002,2531.17,120.0,12.0,600,610.5,588.21,22.29,1.2,1.23,0.0,1.23,318.15,198.07,1165.09,405.55,92.25,1662.89,2.72,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202603-0323,2026-03-02,PROD002,LIN003,TUR003,3742.9,200.0,20.0,1000,989.39,959.45,29.94,1.25,1.31,0.44,1.75,480.04,347.99,1742.02,617.81,192.5,2552.33,2.58,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202603-0324,2026-03-02,PROD003,LIN003,TUR003,3833.98,200.0,20.0,1000,1002.79,973.6,29.19,1.25,1.25,0.92,2.17,506.94,308.25,1780.27,645.32,238.7,2664.29,2.66,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202603-0325,2026-03-02,PROD001,LIN003,TUR003,3117.53,160.0,16.0,800,761.77,695.55,66.22,1.0,1.04,0.0,1.04,394.95,256.03,1445.36,504.66,114.4,2064.42,2.71,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202603-0326,2026-03-03,PROD003,LIN001,TUR002,949.2,50.0,5.0,250,249.25,228.64,20.61,1.0,1.03,0.0,1.03,115.48,83.05,441.16,148.54,46.35,636.05,2.55,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202603-0327,2026-03-03,PROD002,LIN002,TUR001,1546.07,80.0,8.0,400,406.7,387.71,18.99,0.8,0.8,0.47,1.27,188.69,130.93,717.35,242.14,95.25,1054.74,2.59,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202603-0328,2026-03-03,PROD001,LIN002,TUR002,2280.94,120.0,12.0,600,591.14,542.26,48.88,1.2,1.2,0.0,1.2,319.08,196.22,1059.99,406.44,90.0,1556.43,2.63,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
